Isabèu Vergnes e Xavi Ferré De l'avaloracion del nivèl de lenga occitana en cicle 1 a una conscientizacion diferenta dels ensenhaires.,Isabelle Vergnes e Xavier Ferré De l'évaluation du niveau de langue occiane en cycle 1 à une conscientisation différente des enseignant(e)s.,lengadoc
Annia Pla Lo programa complet es a posita sul sit internet de l'ISLRF,Annie Pla Le programme complet est disponible sur le site internet de l'ISLRF,lengadoc
Calandreta - Congrès dels 40 ans,Calandreta - Congrès des 40 ans,lengadoc
Lo 30en congrès Calandreta se debanèt a Quilhan del 30 de mai al 1ièr de junh de 2019.,Le 30ème congrès Calandreta s'est déroulé à Quillan du 30 mai au 1er juin 2019.,lengadoc
Lo dimècres 29 los regents s'acampèron per la jornada confederala pedagogica.,"Le mercredi 29 les ""regents"" se sont réunis pour la journée confédérale pédagogique.",lengadoc
"La còla dels Calandrins estudiants en primièra annada de formacion a APRENE prenguèt lo nom de son pairin lo 13 de decembre de 2016 La ""batejada"" qu'es aquò?","La còla dels Calandrins étudiants en première année de formation a APRENE a pris le nom de son parrain le 13 décembre 2016 La ""batejada"" qu'es aquò?",lengadoc
Causir una personalitat occitana...,Choisir une personnalité occitane...,lengadoc
Lo principi ?,Le principe pour la promotion des nouveaux étudiants ?,lengadoc
"Demandar de manlevar lo sieu nom a una femna, un òme o encara un grop, mas qualqu'un de viu.",Demander à une personnalité qui a oeuvré pour le monde occitan de lui emprunter son nom.,lengadoc
Qualqu'un que pòrta la lenga e mai l'enaura.,"Une femme, un homme, un groupe...",lengadoc
Son los futurs regents que causisson.,"Mais, de toute façon, il faut demander les yeux dans les yeux à quelqu'un de vivant. Ce sont les futurs enseignants des Calandretas, au début de leur formation initiale de professeurs d'écoles, qui choisissent cette personnalité.",lengadoc
"Presentan la demanda, cara a cara, davant los amics de la lenga occitana que se vòlon plan associar al gèst.","Si le parrain accepte, son nom devient celui de leur promotion d'APRENE.",lengadoc
Alavetz s'agís de causir una personalitat del movement occitan e de li demandar de plan voler partejar lo sieu nom!,"Et lors de  la batejada , les étudiants présentent leur demande dans une mise en scène personnelle, devant les amis de la langue occitane réunis pour appuyer leur geste et fêter l'événement. ...",lengadoc
Manlevar lo nom de qualqu'un?,Il s'agit donc d'emprunter le nom de quelqu'un...,lengadoc
"Es quicòm, aquò!","Et le nom, ce n'est pas rien !",lengadoc
"Per la mairina, pel pairin, que li demandan de partejar lo sieu nom, es una reconeissença de son accion en lenga nòstra.","Donner son nom c'est quelque chose ! C'est céder un peu de soi-même, un peu de son identité.",lengadoc
"Mas, de daissar partir lo sieu nom sus las espatlas d'aqueles joves, pasmens, aquò es pas ordinari.","Laisser ainsi partir son nom sur les épaules d'un groupe de jeunes gens, c'est un signe de confiance profonde.",lengadoc
"Es a l'encòp lor far fisança e marcar lo passatge de las generacions. E mai la multiplicacion del singular cap al plural, tre que lo nom individual ven un nom de còla.","Mais, pour la marraine, pour le parrain, cette demande de la jeune génération constitue une marque de reconnaissance de son action en faveur de la langue occitane.",lengadoc
Mòstra que la cadena que fa passar la lenga d'una generacion cap a la seguenta es pas copada.,Cela montre également au grand jour que la chaîne qui fait passer la langue d'une génération à la suivante n'est pas interrompue.,lengadoc
La batejada aplanta publicament que de joves vòlon persegre e perlongar la dralha dobèrta per  d'ancians .,La batejada  indique publiquement que des jeunes gens veulent poursuivre et prolonger les perspectives ouvertes par les anciens.,lengadoc
"Enfin la batejada assolida publicament que cal de mai en mai d'ensenhament EN occitan. Aquela còla de futurs regents de Calandreta, que farà la demanda en decembre, es a començar sa formacion iniciala. Demercé la batejada, se ligan entre eles a l'entorn d'un nom, e ligan lor projècte professional amb un portaire de la lenga nòstra plan famós.","Enfin  la batejada  met en avant la promotion de futurs enseignants des Calandretas, ceux que nous appelons des  calandrins , et qui offriront bientôt chacun mille heures d'enseignement par an EN occitan aux ""pichons"" des écoles Calandreta.",lengadoc
"La batejada simboliza tot aquò: la multiplicacion, lo passatge, la trasmission, l'espandi, la fisança cap als joves...","La batejada  symbolise tout cela à la fois : la multiplication, le passage, la transmission, le développement, la confiance faite aux jeunes.",lengadoc
"Anòncia, coma la Calandreta, la prima de la lenga!",C'est l'annonce du printemps de la  lenga nòstra !,lengadoc
Serà la fèsta de la volontat tranquila del mond qu'òbran perque subrevisca e s'espandiga al pus mai aquela lenga que tant presam.,C'est la fête de la volonté tranquille que nous mettons en œuvre pour maintenir vivante et pour développer autant que faire se peut cette langue qui nous est chère.,lengadoc
La còla dels Calandrins estudiants en primièra annada de formacion a APRENE prendrà lo nom de sas mairinas lo 7 de decembre de 2017.,"La còla dels Calandrins étudiants en première année de formation a APRENE a pris le nom de son parrain le 7 décembre 2017 La ""batejada"" qu'es aquò?",lengadoc
"La ""batejada"" qu'es aquò?",Choisir une personnalité occitane...,lengadoc
Causir una personalitat occitana... Lo principi ?,Le principe pour la promotion des nouveaux étudiants ?,lengadoc
"Demandar de manlevar lo sieu nom a una femna, un òme o encara un grop, mas qualqu'un de viu.",Demander à une personnalité qui a oeuvré pour le monde occitan de lui emprunter son nom.,lengadoc
Qualqu'un que pòrta la lenga e mai l'enaura.,"Une femme, un homme, un groupe...",lengadoc
Son los futurs regents que causisson.,"Mais, de toute façon, il faut demander les yeux dans les yeux à quelqu'un de vivant. Ce sont les futurs enseignants des Calandretas, au début de leur formation initiale de professeurs d'écoles, qui choisissent cette personnalité.",lengadoc
"Presentan la demanda, cara a cara, davant los amics de la lenga occitana que se vòlon plan associar al gèst.","Si le parrain accepte, son nom devient celui de leur promotion d'APRENE.",lengadoc
Alavetz s'agís de causir una personalitat del movement occitan e de li demandar de plan voler partejar lo sieu nom!,"Et lors de  la batejada , les étudiants présentent leur demande dans une mise en scène personnelle, devant les amis de la langue occitane réunis pour appuyer leur geste et fêter l'événement. ...",lengadoc
Manlevar lo nom de qualqu'un?,Il s'agit donc d'emprunter le nom de quelqu'un...,lengadoc
"Es quicòm, aquò!","Et le nom, ce n'est pas rien !",lengadoc
"Per la mairina, pel pairin, que li demandan de partejar lo sieu nom, es una reconeissença de son accion en lenga nòstra.","Donner son nom c'est quelque chose ! C'est céder un peu de soi-même, un peu de son identité.",lengadoc
"Mas, de daissar partir lo sieu nom sus las espatlas d'aqueles joves, pasmens, aquò es pas ordinari.","Laisser ainsi partir son nom sur les épaules d'un groupe de jeunes gens, c'est un signe de confiance profonde.",lengadoc
"Es a l'encòp lor far fisança e marcar lo passatge de las generacions. E mai la multiplicacion del singular cap al plural, tre que lo nom individual ven un nom de còla.","Mais, pour la marraine, pour le parrain, cette demande de la jeune génération constitue une marque de reconnaissance de son action en faveur de la langue occitane.",lengadoc
Mòstra que la cadena que fa passar la lenga d'una generacion cap a la seguenta es pas copada.,Cela montre également au grand jour que la chaîne qui fait passer la langue d'une génération à la suivante n'est pas interrompue.,lengadoc
La batejada aplanta publicament que de joves vòlon persegre e perlongar la dralha dobèrta per  d'ancians .,La batejada  indique publiquement que des jeunes gens veulent poursuivre et prolonger les perspectives ouvertes par les anciens.,lengadoc
"Enfin la batejada assolida publicament que cal de mai en mai d'ensenhament EN occitan. Aquela còla de futurs regents de Calandreta, que farà la demanda en decembre, es a començar sa formacion iniciala. Demercé la batejada, se ligan entre eles a l'entorn d'un nom, e ligan lor projècte professional amb un portaire de la lenga nòstra plan famós.","Enfin  la batejada  met en avant la promotion de futurs enseignants des Calandretas, ceux que nous appelons des  calandrins , et qui offriront bientôt chacun mille heures d'enseignement par an EN occitan aux ""pichons"" des écoles Calandreta.",lengadoc
"La batejada simboliza tot aquò: la multiplicacion, lo passatge, la trasmission, l'espandi, la fisança cap als joves...","La batejada  symbolise tout cela à la fois : la multiplication, le passage, la transmission, le développement, la confiance faite aux jeunes.",lengadoc
"Anòncia, coma la Calandreta, la prima de la lenga!",C'est l'annonce du printemps de la  lenga nòstra !,lengadoc
Serà la fèsta de la volontat tranquila del mond qu'òbran perque subrevisca e s'espandiga al pus mai aquela lenga que tant presam.,C'est la fête de la volonté tranquille que nous mettons en œuvre pour maintenir vivante et pour développer autant que faire se peut cette langue qui nous est chère.,lengadoc
Retròspectiva Batejada,Rétrospective Batejada :,lengadoc
Setmana contra lo racisme,Semaine contre le racisme,lengadoc
"A l'escasença de la setmana d'éducacion contra lo racisme, vos prepausam una revirada de Claudina Chalmeton, regenta a la Calandreta de Carcassona.","A l'occasion de la semaine d'éducation contre le racisme, nous vous proposons une traduction de Claudine Chalmeton, enseignante à la Calandreta de Carcassonne.",lengadoc
"Son trabalh pòrta sus d'extraits de  La matière de l'absence  de Patrick CHAMOISEAU, ed du Seuil, septembre de 2016.","Son travail porte sur des extraits de  La matière de l'absence  de Patrick CHAMOISEAU, ed du Seuil, septembre 2016.",lengadoc
Manlevar un linguista,emprunter un linguiste,lengadoc
Cafè Gramatica : la Mediatèca occitana vos permet de manlevar un lingüista Podètz egalament consultar lo programa complet sul sit del Cirdòc,Cafè Gramatica : la Médiathèque occitane vous permet d'emprunter un linguiste Vous pouvez également consulter le programme complet sur le site du Cirdòc,lengadoc
La còla dels Calandrins estudiants en primièra annada de formacion a APRENE prenguèt lo nom de sos pairins lo dimars 8 de genièr de 2019.,La promotion des étudiants en première année de formation a APRENE a pris le nom de ses pairins mardi 8 janvier 2019.,lengadoc
"Ongan, los 11 calandrin(a)s causiguèron los cantaires del grop U ÈI. Faguèron collectivament la demanda, e lo grop respondèt amb un poèma, e una cançon a capela, puèi la vesprada se perseguiguèt per d'escambis e de cants alentorn del manja drech preparat per totes los del pòl de formacion occitan de Besièrs.","Cette année, les 11 Calandrin(a)s ont choisi les chanteurs du groupe UÈI.",lengadoc
Causir una personalitat occitana...,Choisir une personnalité occitane...,lengadoc
Lo principi ?,Le principe pour la promotion des nouveaux étudiants ?,lengadoc
"Demandar de manlevar lo sieu nom a una femna, un òme o encara un grop, mas qualqu'un de viu.",Demander à une personnalité qui a oeuvré pour le monde occitan de lui emprunter son nom.,lengadoc
Qualqu'un que pòrta la lenga e mai l'enaura.,"Une femme, un homme, un groupe...",lengadoc
Son los futurs regents que causisson.,"Mais, de toute façon, il faut demander les yeux dans les yeux à quelqu'un de vivant. Ce sont les futurs enseignants des Calandretas, au début de leur formation initiale de professeurs d'écoles, qui choisissent cette personnalité.",lengadoc
"Presentan la demanda, cara a cara, davant los amics de la lenga occitana que se vòlon plan associar al gèst.","Si le parrain accepte, son nom devient celui de leur promotion d'APRENE.",lengadoc
Alavetz s'agís de causir una personalitat del movement occitan e de li demandar de plan voler partejar lo sieu nom!,"Et lors de  la batejada , les étudiants présentent leur demande dans une mise en scène personnelle, devant les amis de la langue occitane réunis pour appuyer leur geste et fêter l'événement. ...",lengadoc
Manlevar lo nom de qualqu'un?,Il s'agit donc d'emprunter le nom de quelqu'un...,lengadoc
"Es quicòm, aquò!","Et le nom, ce n'est pas rien !",lengadoc
"Per la mairina, pel pairin, que li demandan de partejar lo sieu nom, es una reconeissença de son accion en lenga nòstra.","Donner son nom c'est quelque chose ! C'est céder un peu de soi-même, un peu de son identité.",lengadoc
"Mas, de daissar partir lo sieu nom sus las espatlas d'aqueles joves, pasmens, aquò es pas ordinari.","Laisser ainsi partir son nom sur les épaules d'un groupe de jeunes gens, c'est un signe de confiance profonde.",lengadoc
"Es a l'encòp lor far fisança e marcar lo passatge de las generacions. E mai la multiplicacion del singular cap al plural, tre que lo nom individual ven un nom de còla.","Mais, pour la marraine, pour le parrain, cette demande de la jeune génération constitue une marque de reconnaissance de son action en faveur de la langue occitane.",lengadoc
Mòstra que la cadena que fa passar la lenga d'una generacion cap a la seguenta es pas copada.,Cela montre également au grand jour que la chaîne qui fait passer la langue d'une génération à la suivante n'est pas interrompue.,lengadoc
La batejada aplanta publicament que de joves vòlon persegre e perlongar la dralha dobèrta per  d'ancians .,La batejada  indique publiquement que des jeunes gens veulent poursuivre et prolonger les perspectives ouvertes par les anciens.,lengadoc
"Enfin la batejada assolida publicament que cal de mai en mai d'ensenhament EN occitan. Aquela còla de futurs regents de Calandreta, que farà la demanda en decembre, es a començar sa formacion iniciala. Demercé la batejada, se ligan entre eles a l'entorn d'un nom, e ligan lor projècte professional amb un portaire de la lenga nòstra plan famós.","Enfin  la batejada  met en avant la promotion de futurs enseignants des Calandretas, ceux que nous appelons des  calandrins , et qui offriront bientôt chacun mille heures d'enseignement par an EN occitan aux ""pichons"" des écoles Calandreta.",lengadoc
"La batejada simboliza tot aquò: la multiplicacion, lo passatge, la trasmission, l'espandi, la fisança cap als joves...","La batejada  symbolise tout cela à la fois : la multiplication, le passage, la transmission, le développement, la confiance faite aux jeunes.",lengadoc
"Anòncia, coma la Calandreta, la prima de la lenga!",C'est l'annonce du printemps de la  lenga nòstra ! .,lengadoc
Serà la fèsta de la volontat tranquila del mond qu'òbran perque subrevisca e s'espandiga al pus mai aquela lenga que tant presam.,C'est la fête de la volonté tranquille que nous mettons en œuvre pour maintenir vivante et pour développer autant que faire se peut cette langue qui nous est chère.,lengadoc
Retròspectiva Batejada,Rétrospective Batejada :,lengadoc
Afiliat,affilié,lengadoc
Aprene es afiliat a,Aprene est affilié à,lengadoc
"Rendètz-vos tres dimècres, de 18h a 19h30, dins la sala virtuala  Talhièr APRENE  per partejar las recèrcas de las e los de Calandreta dins l'encastre del Mastèr MEEF amb l'INSPE de Corsega.","Rendez-vous trois mercredis, de 18h a 19h30, dans la salle virtuelle  Talhièr APRENE  pour partager les recherches des regents de Calandreta dans le cadre du Master MEEF avec l'INSPE de Corse.",lengadoc
Es dobèrt a tot(e)as !,Es dobèrt a totes !,lengadoc
Programa : 3 de junh :,Programme : 3 juin :,lengadoc
""" pedagogia, cooperacion, e presa en compte del mitan "" - Laurenç Vallier : Los usatges numerics dins las practicas cooperativas a l'espròva de la distància - Beneset Combet : De l'integracion a l'inclusion: la classa cooperativa coma luòc d'acuèlh de cadun?",""" pedagogia, cooperacion, e presa en compte del mitan "" - Laurent Vallier : Les usages numériques dans les pratiques coopératives à l'épreuve de la distance. - Benoit Combet : De l'intégration à l'inclusion : la classe coopérative comme lieu d'accueil de chacun ?",lengadoc
- Amaià Cormier : Las cenchas de comportament al Licèu Calandreta. - Melodia Leymarie : Sortir a la mairala : caminar per grandir ?,- Amaya Cormier : Les ceintures de comportement au lycée Calandreta. - Mélodie Leymarie : Sortir à la maternelle : marcher pour grandir ?,lengadoc
- Emilia Bouchet : Sortir es aprene ?,- Emilie Bouchet : Sortir est-ce apprendre ?,lengadoc
10 de junh :,10 juin :,lengadoc
""" Patrimòni Cultural Immaterial "" - Maude Puech, correspondenta departamentala EAC de las Lanas en carga de l'accion ""Víver la cultura occitana"" : A la descobèrta dels patrimònis occitans en Aquitània. - Barbara Piquemal : Aquesir una primièra cultura patrimoniala locala en classa mairala jol paisselatge de las fèstas calendaras - Anaïs Lahittette-Larroque : Perqué, e quin har lo carnaval en mairau ?",""" Patrimòni Cultural Immaterial "" - Maude Puech, correspondente départementale EAC des Landes en charge de l'action ""Víver la cultura occitana"" : A la découverte des patrimoines occitans en Aquitaine. - Barbara Piquemal : Acquérir une première culture patrimoniale locale en classe de maternelle grâce aux fêtes calendaires. - Anaïs Lahittette-Larroque : Pourquoi et comment faire le carnaval en maternelle ?",lengadoc
"- Celina Meunier : A l'escòla mairala, cossí lo Drac, personatge de la mitologia occitana, permet a l'enfant de dire sas paurs e de las despassar ?","- Céline Meunier : A l'école maternelle, comment le Drac, personnage de la mythologie occitane, permet à l'enfant de dire ses peurs et les dépasser ?",lengadoc
- Miriam Jacky : Situation sociolinguistique alsacienne et compréhension du projet éducatif dans une école bilingue: représentations linguistiques et historiques chez des élèves de cycle 3. - Maeva Caubet : Apressar l'Istòria en mairau a Calandreta. - Calandrinas APRENE1 : presentacion de la mòstra  animals totemics . 17 de junh :,- Miriam Jacky : Situation sociolinguistique alsacienne et compréhension du projet éducatif dans une école bilingue: représentations linguistiques et historiques chez des élèves de cycle 3. - Maeva Caubet : Aborder l'Histoire en maternelle à Calandreta. - las Calandrinas APRENE1 : présentation de l'exposition  animaux totémiques . 17 de junh :,lengadoc
""" metòdes naturals d'aprendissatge e immersion bi-plurilingüe "" - Cristèla Caylet : Lo metòde euristic de las matematicas dins las escòlas Calandreta - Valeria Teoulet : Cossí, dins una environa immersiva sens immersion aboriva, un enfant pòt capitar de cabussar dins la lenga e cossi lo dessenh contact ne pòt èstre un indicator ?",""" metòdes naturals d'aprendissatge e immersion bi-plurilingüe "" - Christelle Caylet : La méthode euristique des mathématiques dans les écoles Calandreta. - Valérie Teoulet : Comment, dans un environnement immersif, sans immersion précoce, un enfant peut réussir à plonger dans la langue et comment le dessin conté peut être un indicateur ?",lengadoc
- Elena Weisslinger : La construccion d'una aisina de contrastivitat fonologica pòt optimizar l'aprendissatge de la lectura a Calandreta ?,- Hélène Weisslinger : La construction d'un outil de contrastivité phonologique peut optimiser l'apprentissage de la lecture à Calandreta ?,lengadoc
"- Maria Pèira Escaffre : Lo kamishibai, una aisina pedagogica de creacion collectiva al servici de la transmission d'una cultura comuna e patrimoniala. - Laura Cros : Dins las condicions d'immersion precòça e de metòdes naturals d'aprendissatge, cossí l'utilizacion d'aisinas numericas favoriza l'esvelh a las lengas e lo rapòrt reflexiu dels escolans a lors practicas lingüisticas ?","- Marie-Pierre : Le kamishibai, un outil pédagogique de création collective au service de la transmission d'une culture commune et patrimoniale. - Laura Cros : Dans les conditions d'immersion précoce et des méthodes naturels d'apprentissage, comment l'utilisation d'outils numériques favorise l'éveil aux langues et le rapport réflexif des élèves à leurs pratiques linguistiques ? Pierre-J Laffitte clôturera les présentations en dessinant les axes de recherches d'APRENE et de l'ISLRF.",lengadoc
